frame,timestamp,track_id,class,bbox_x1,bbox_y1,bbox_x2,bbox_y2,centroid_x,centroid_y
5,0.4,9,car,768.97,240.62,857.87,329.91,813.42,285.27
6,0.5,1,truck,1378.36,141.62,1630.41,341.36,1504.38,241.49
6,0.5,2,car,343.65,446.37,548.4,642.95,446.02,544.66
6,0.5,3,car,506.18,737.38,785.06,1022.18,645.62,879.78
6,0.5,4,car,579.5,289.79,690.35,373.69,634.92,331.74
6,0.5,8,car,657.09,236.34,741.89,302.76,699.49,269.55
6,0.5,9,car,761.56,239.42,857.08,334.82,809.32,287.12
6,0.5,6,car,680.01,374.92,855.19,535.49,767.6,455.2
7,0.6,1,truck,1368.03,137.17,1608.86,329.08,1488.45,233.12
7,0.6,2,car,333.1,456.83,543.57,658.16,438.34,557.49
7,0.6,3,car,491.56,756.85,790.47,1064.57,641.02,910.71
7,0.6,4,car,576.95,292.17,684.4,373.81,630.67,332.99
7,0.6,8,car,651.93,237.33,740.62,306.77,696.28,272.05
7,0.6,9,car,754.13,240.52,853.24,338.41,803.69,289.46
7,0.6,6,car,687.74,407.39,842.43,549.44,765.09,478.41
8,0.7,1,truck,1355.88,134.99,1586.83,320.29,1471.36,227.64
8,0.7,2,car,315.53,472.21,532.68,679.6,424.1,575.9
8,0.7,3,car,491.29,790.5,775.18,1080.0,633.24,935.25
8,0.7,4,car,573.92,293.69,683.01,376.88,628.46,335.29
8,0.7,8,car,646.87,235.48,737.1,306.3,691.99,270.89
8,0.7,9,car,761.55,243.77,855.58,336.56,808.57,290.16
8,0.7,7,car,676.13,331.17,851.7,562.21,763.92,446.69
9,0.8,1,truck,1350.78,134.99,1566.85,308.84,1458.81,221.92
9,0.8,2,car,293.28,490.14,517.36,702.44,405.32,596.29
9,0.8,3,car,494.44,823.41,758.03,1080.0,626.23,951.7
9,0.8,4,car,567.78,300.14,675.8,382.23,621.79,341.18
9,0.8,8,car,644.66,234.79,734.29,305.5,689.48,270.14
9,0.8,9,car,763.4,245.76,855.41,336.66,809.41,291.21
9,0.8,6,car,680.5,415.88,842.2,565.74,761.35,490.81
10,0.9,1,truck,1348.39,135.04,1549.74,297.19,1449.07,216.11
10,0.9,2,car,273.1,504.81,508.1,726.71,390.6,615.76
10,0.9,3,truck,504.01,862.45,737.61,1080.0,620.81,971.22
10,0.9,4,car,560.96,297.1,677.84,386.95,619.4,342.03
10,0.9,8,car,645.81,236.41,735.27,307.06,690.54,271.74
10,0.9,9,car,755.53,244.76,854.42,341.65,804.98,293.2
10,0.9,6,car,674.1,423.92,841.61,579.87,757.85,501.89
11,1.0,1,truck,1341.24,130.82,1539.15,290.74,1440.2,210.78
11,1.0,2,car,249.93,521.16,495.65,752.76,372.79,636.96
11,1.0,3,car,513.06,901.86,714.38,1080.0,613.72,990.93
11,1.0,4,car,559.03,306.24,670.83,392.33,614.93,349.29
11,1.0,8,car,646.15,239.72,734.31,309.12,690.23,274.42
11,1.0,9,car,755.22,245.05,854.63,342.0,804.93,293.52
12,1.1,1,truck,1334.95,130.62,1524.21,284.49,1429.58,207.55
12,1.1,2,car,224.52,536.7,488.66,785.74,356.59,661.22
12,1.1,3,car,531.63,943.29,697.0,1080.0,614.31,1011.65
12,1.1,4,car,554.95,306.07,670.36,395.82,612.66,350.95
12,1.1,8,car,646.09,241.12,737.22,312.85,691.65,276.99
12,1.1,9,car,750.36,244.07,853.96,344.43,802.16,294.25
12,1.1,25,car,706.47,339.79,832.45,440.67,769.46,390.23
12,1.1,6,car,660.99,442.12,834.5,605.13,747.75,523.63
13,1.2,1,truck,1327.98,129.09,1510.35,277.91,1419.16,203.5
13,1.2,2,car,202.94,563.53,469.31,813.19,336.12,688.36
13,1.2,3,car,552.5,995.49,672.35,1080.0,612.43,1037.75
13,1.2,4,car,552.5,312.65,662.13,397.6,607.32,355.13
13,1.2,8,car,645.98,247.1,737.2,318.57,691.59,282.83
13,1.2,9,car,749.6,248.84,852.38,348.53,800.99,298.68
13,1.2,25,car,700.98,342.28,831.07,446.6,766.03,394.44
13,1.2,6,car,652.04,453.98,827.23,619.85,739.63,536.92
14,1.3,1,truck,1317.6,124.87,1496.41,271.15,1407.01,198.01
14,1.3,2,car,171.16,580.53,460.16,851.76,315.66,716.14
14,1.3,4,car,550.73,317.61,659.69,402.09,605.21,359.85
14,1.3,8,car,647.04,248.92,739.88,320.88,693.46,284.9
14,1.3,9,car,752.01,253.04,852.07,349.92,802.04,301.48
14,1.3,25,car,695.38,343.44,834.41,455.24,764.89,399.34
14,1.3,6,car,645.79,461.64,823.16,630.51,734.48,546.07
15,1.4,1,truck,1314.24,123.16,1482.31,260.8,1398.27,191.98
15,1.4,2,car,137.78,594.64,455.48,893.66,296.63,744.15
15,1.4,4,car,546.71,319.83,659.27,407.84,602.99,363.84
15,1.4,8,car,647.07,253.29,735.67,320.75,691.37,287.02
15,1.4,9,car,747.97,254.31,851.53,355.31,799.75,304.81
15,1.4,25,car,688.53,349.42,832.31,465.79,760.42,407.6
15,1.4,6,car,637.61,470.54,820.41,645.26,729.01,557.9
15,1.4,26,car,708.8,186.03,786.87,251.48,747.83,218.75
16,1.5,2,car,106.13,623.73,440.83,939.33,273.48,781.53
16,1.5,4,car,543.6,324.16,656.32,413.12,599.96,368.64
16,1.5,8,car,644.79,257.64,731.8,322.87,688.3,290.25
16,1.5,9,car,745.63,253.59,852.4,358.57,799.02,306.08
16,1.5,25,car,687.19,355.43,829.0,470.76,758.1,413.09
16,1.5,6,car,635.21,488.33,817.31,663.18,726.26,575.76
16,1.5,26,car,705.98,182.83,783.23,247.58,744.61,215.21
17,1.6,2,truck,68.55,651.52,426.39,989.21,247.47,820.36
17,1.6,4,car,540.98,333.86,648.78,418.77,594.88,376.31
17,1.6,8,car,642.21,258.04,731.88,325.07,687.05,291.55
17,1.6,9,car,745.61,255.39,852.78,360.49,799.2,307.94
17,1.6,25,car,684.96,360.01,825.38,474.94,755.17,417.47
17,1.6,6,car,627.21,497.14,817.07,681.45,722.14,589.3
17,1.6,26,car,700.64,181.42,783.0,250.51,741.82,215.96
17,1.6,27,car,66.14,653.6,423.98,991.66,245.06,822.63
18,1.7,2,truck,24.16,684.34,407.3,1047.8,215.73,866.07
18,1.7,4,car,534.03,335.57,644.42,422.48,589.23,379.02
18,1.7,8,car,637.06,254.43,730.34,324.2,683.7,289.32
18,1.7,9,car,743.11,254.73,851.8,361.45,797.46,308.09
18,1.7,25,car,680.71,365.79,821.38,481.95,751.05,423.87
18,1.7,6,car,611.63,501.93,817.67,703.73,714.65,602.83
18,1.7,26,car,698.83,182.26,783.87,253.74,741.35,218.0
19,1.8,2,car,3.27,722.77,376.79,1076.24,190.03,899.51
19,1.8,4,car,527.46,337.87,642.19,427.89,584.82,382.88
19,1.8,8,car,633.01,256.06,724.97,325.01,678.99,290.54
19,1.8,9,car,739.35,256.43,851.55,367.49,795.45,311.96
19,1.8,25,car,674.99,370.41,818.97,490.52,746.98,430.46
19,1.8,6,car,600.14,506.8,818.05,724.1,709.1,615.45
19,1.8,26,car,693.71,181.39,784.36,258.27,739.04,219.83
19,1.8,29,car,858.82,166.62,917.37,223.8,888.1,195.21
20,1.9,2,truck,0.0,756.72,351.76,1080.0,175.88,918.36
20,1.9,4,car,521.37,341.9,640.77,436.02,581.07,388.96
20,1.9,8,car,628.28,256.74,721.25,326.95,674.76,291.85
20,1.9,9,car,736.55,256.09,851.05,370.13,793.8,313.11
20,1.9,25,car,671.08,374.56,816.56,497.07,743.82,435.81
20,1.9,26,car,690.24,181.96,783.54,261.7,736.89,221.83
20,1.9,29,car,859.29,165.28,918.65,223.29,888.97,194.29
20,1.9,5,car,14.57,769.65,341.24,1078.6,177.91,924.13
21,2.0,4,car,514.57,345.06,637.63,442.05,576.1,393.55
21,2.0,9,car,737.39,256.55,852.23,371.79,794.81,314.17
21,2.0,25,car,665.66,380.39,818.0,510.11,741.83,445.25
21,2.0,26,car,685.73,181.63,782.62,265.42,734.18,223.53
21,2.0,29,car,851.59,168.41,916.38,231.62,883.99,200.01
21,2.0,5,car,14.46,793.02,322.84,1079.46,168.65,936.24
21,2.0,6,car,585.73,536.67,818.5,773.7,702.11,655.19
22,2.1,4,car,507.47,348.57,629.89,444.86,568.68,396.72
22,2.1,9,car,738.78,264.34,847.86,373.56,793.32,318.95
22,2.1,25,car,660.09,385.37,814.43,518.17,737.26,451.77
22,2.1,26,car,683.37,186.37,780.72,271.53,732.04,228.95
22,2.1,29,car,847.7,168.69,914.06,233.16,880.88,200.93
22,2.1,5,car,19.89,834.84,291.84,1079.82,155.86,957.33
22,2.1,6,car,578.2,551.14,819.3,801.65,698.75,676.39
22,2.1,8,car,623.13,265.65,716.01,335.41,669.57,300.53
23,2.2,4,car,499.25,354.77,625.08,453.89,562.17,404.33
23,2.2,9,car,737.84,271.67,843.28,376.81,790.56,324.24
23,2.2,25,car,656.09,391.43,811.47,526.17,733.78,458.8
23,2.2,26,car,683.12,187.72,777.46,271.26,730.29,229.49
23,2.2,29,car,842.68,172.85,909.65,237.62,876.16,205.24
23,2.2,6,car,561.13,571.56,807.42,830.01,684.28,700.79
23,2.2,8,car,622.3,269.22,710.76,334.54,666.53,301.88
24,2.3,4,car,493.55,359.93,621.24,461.03,557.39,410.48
24,2.3,9,car,736.52,276.54,839.66,379.14,788.09,327.84
24,2.3,25,car,651.5,396.69,811.42,536.84,731.46,466.77
24,2.3,26,car,682.13,188.34,777.0,273.55,729.57,230.95
24,2.3,29,car,839.17,172.35,908.34,238.95,873.75,205.65
24,2.3,6,car,546.43,592.28,802.35,863.63,674.39,727.95
24,2.3,8,car,620.24,270.78,710.17,336.68,665.21,303.73
25,2.4,4,car,488.78,363.86,622.27,470.67,555.53,417.26
25,2.4,9,car,736.61,279.01,838.79,380.17,787.7,329.59
25,2.4,25,car,644.37,401.42,810.56,548.96,727.47,475.19
25,2.4,26,car,682.17,190.15,774.49,273.92,728.33,232.04
25,2.4,29,car,835.48,173.51,905.95,241.0,870.71,207.25
25,2.4,6,car,530.0,611.66,797.33,899.06,663.66,755.36
25,2.4,8,car,619.06,273.06,709.59,339.0,664.33,306.03
26,2.5,4,car,479.9,367.18,619.62,480.36,549.76,423.77
26,2.5,9,car,733.34,280.02,840.31,385.65,786.82,332.83
26,2.5,25,car,636.95,406.29,808.79,560.35,722.87,483.32
26,2.5,26,car,682.44,193.17,771.22,274.15,726.83,233.66
26,2.5,29,car,831.31,172.95,905.47,244.13,868.39,208.54
26,2.5,6,car,512.28,633.66,792.6,938.32,652.44,785.99
26,2.5,8,car,616.68,273.52,709.17,340.8,662.93,307.16
27,2.6,4,car,469.63,368.81,614.96,487.63,542.3,428.22
27,2.6,9,car,731.0,282.26,839.08,388.72,785.04,335.49
27,2.6,25,car,631.35,410.23,807.41,570.1,719.38,490.16
27,2.6,26,car,685.09,200.05,768.64,276.29,726.87,238.17
27,2.6,29,car,830.83,174.33,905.26,245.66,868.04,210.0
27,2.6,6,car,496.97,659.6,789.85,981.22,643.41,820.41
27,2.6,8,car,609.53,274.51,709.0,347.31,659.27,310.91
28,2.7,4,car,461.66,372.52,607.16,492.74,534.41,432.63
28,2.7,9,car,726.43,282.61,839.9,394.65,783.16,338.63
28,2.7,25,car,628.32,423.79,801.65,582.37,714.99,503.08
28,2.7,26,car,680.15,196.08,769.66,278.33,724.9,237.21
28,2.7,29,car,828.97,175.32,906.71,249.95,867.84,212.64
28,2.7,6,car,477.88,689.18,784.04,1029.8,630.96,859.49
28,2.7,8,car,605.14,275.54,705.07,349.07,655.11,312.3
29,2.8,4,car,453.06,383.59,599.73,505.73,526.4,444.66
29,2.8,9,car,721.3,285.66,839.34,403.15,780.32,344.41
29,2.8,25,car,620.07,430.29,801.21,598.17,710.64,514.23
29,2.8,26,car,678.37,195.36,768.49,278.34,723.43,236.85
29,2.8,29,car,828.88,175.78,906.65,250.51,867.77,213.14
29,2.8,6,car,463.14,719.16,772.1,1066.0,617.62,892.58
29,2.8,8,car,601.22,277.21,702.3,351.93,651.76,314.57
30,2.9,4,car,453.7,398.46,587.46,508.31,520.58,453.38
30,2.9,9,car,715.71,290.59,835.55,409.79,775.63,350.19
30,2.9,25,car,615.14,440.79,798.29,612.46,706.72,526.62
30,2.9,26,car,675.06,193.05,767.9,278.82,721.48,235.93
30,2.9,29,car,826.56,173.54,908.22,252.15,867.39,212.84
30,2.9,6,car,461.5,752.19,753.6,1077.72,607.55,914.96
30,2.9,8,car,599.57,280.91,698.83,353.82,649.2,317.37
31,3.0,4,car,443.54,407.44,584.77,522.64,514.16,465.04
31,3.0,9,car,711.13,293.92,836.19,418.62,773.66,356.27
31,3.0,25,car,608.01,453.28,794.23,629.31,701.12,541.3
31,3.0,26,car,675.79,199.24,761.43,276.83,718.61,238.04
31,3.0,29,car,829.24,186.08,901.65,254.36,865.44,220.22
31,3.0,6,car,469.6,796.02,728.49,1076.48,599.05,936.25
31,3.0,8,car,595.97,282.61,699.49,359.05,647.73,320.83
32,3.1,4,car,426.5,408.87,580.71,536.18,503.61,472.53
32,3.1,9,car,707.9,294.25,836.04,422.86,771.97,358.56
32,3.1,25,car,604.36,469.79,790.62,647.01,697.49,558.4
32,3.1,26,car,677.08,202.65,758.15,274.91,717.62,238.78
32,3.1,29,car,827.85,192.73,899.08,259.34,863.46,226.04
32,3.1,6,car,479.0,841.47,706.22,1078.86,592.61,960.17
32,3.1,8,car,592.72,287.25,697.18,364.83,644.95,326.04
33,3.2,4,car,412.95,417.03,575.67,552.2,494.31,484.61
33,3.2,9,car,708.25,301.97,834.16,428.47,771.21,365.22
33,3.2,25,car,598.38,482.2,787.73,663.37,693.05,572.78
33,3.2,26,car,670.32,202.19,753.82,276.19,712.07,239.19
33,3.2,29,car,824.33,194.35,898.52,263.11,861.43,228.73
33,3.2,6,car,487.72,895.67,680.89,1080.0,584.31,987.84
33,3.2,8,car,587.92,286.65,696.83,368.5,642.38,327.58
34,3.3,4,car,400.26,426.16,566.1,565.4,483.18,495.78
34,3.3,9,car,705.67,312.12,831.89,439.33,768.78,375.73
34,3.3,25,car,588.82,494.1,785.78,684.57,687.3,589.33
34,3.3,26,car,661.47,203.07,756.31,287.57,708.89,245.32
34,3.3,29,car,824.03,203.21,894.7,267.44,859.36,235.32
34,3.3,8,car,583.81,288.72,693.73,372.35,638.77,330.54
35,3.4,4,car,390.08,438.74,557.4,579.35,473.74,509.05
35,3.4,9,car,703.5,318.99,829.72,446.15,766.61,382.57
35,3.4,25,car,579.51,504.25,783.67,703.48,681.59,603.87
35,3.4,26,car,657.77,204.19,753.68,289.26,705.72,246.73
35,3.4,29,car,823.0,209.92,887.36,266.94,855.18,238.43
35,3.4,8,car,579.72,292.05,687.3,375.2,633.51,333.62
36,3.5,4,car,382.19,450.63,551.4,592.91,466.8,521.77
36,3.5,9,car,702.16,324.54,830.03,453.91,766.09,389.23
36,3.5,25,car,567.89,521.79,778.66,729.46,673.28,625.62
36,3.5,26,car,653.31,206.74,751.32,294.21,702.31,250.48
36,3.5,29,car,820.15,209.54,888.25,269.85,854.2,239.69
36,3.5,8,car,573.73,294.81,680.72,378.48,627.23,336.65
36,3.5,31,car,1822.38,351.03,1903.45,538.66,1862.92,444.84
37,3.6,4,car,363.64,456.08,541.05,606.12,452.35,531.1
37,3.6,9,car,696.83,327.7,829.48,461.86,763.16,394.78
37,3.6,25,car,559.65,537.34,776.02,751.9,667.84,644.62
37,3.6,26,car,650.53,207.86,746.41,293.37,698.47,250.61
37,3.6,29,car,817.44,212.6,884.24,271.1,850.84,241.85
37,3.6,8,car,566.12,299.16,678.56,388.22,622.34,343.69
37,3.6,31,car,1815.63,376.6,1879.01,518.46,1847.32,447.53
38,3.7,4,car,348.6,470.78,531.46,625.81,440.03,548.29
38,3.7,9,car,693.73,329.56,831.21,469.17,762.47,399.36
38,3.7,25,car,548.74,556.58,773.02,780.97,660.88,668.78
38,3.7,26,car,649.1,209.85,743.89,294.42,696.49,252.14
38,3.7,29,car,815.17,215.03,883.71,274.58,849.44,244.8
38,3.7,8,car,562.19,304.99,674.18,394.54,618.19,349.76
39,3.8,4,car,331.18,484.44,518.78,643.81,424.98,564.13
39,3.8,9,car,690.31,333.47,832.04,478.57,761.18,406.02
39,3.8,25,car,535.74,575.64,767.55,809.31,651.64,692.48
39,3.8,26,car,647.44,215.05,740.34,297.57,693.89,256.31
39,3.8,29,car,810.16,219.58,881.48,280.56,845.82,250.07
39,3.8,8,car,559.42,311.03,666.99,397.12,613.21,354.07
40,3.9,4,car,319.38,500.67,504.84,657.4,412.11,579.04
40,3.9,9,car,684.73,336.28,833.33,489.77,759.03,413.03
40,3.9,25,car,523.06,601.03,761.46,843.77,642.26,722.4
40,3.9,26,car,643.85,215.72,737.11,298.56,690.48,257.14
40,3.9,29,car,805.74,214.97,884.74,282.98,845.24,248.97
40,3.9,8,car,557.9,318.99,661.84,401.58,609.87,360.28
40,3.9,34,car,1685.39,348.97,1841.41,461.16,1763.4,405.07
41,4.0,4,car,305.63,510.83,502.23,677.91,403.93,594.37
41,4.0,9,car,682.67,346.33,832.74,502.02,757.7,424.17
41,4.0,25,car,505.79,619.2,760.63,881.61,633.21,750.4
41,4.0,26,car,643.06,219.0,734.31,299.82,688.68,259.41
41,4.0,29,car,804.82,218.43,883.54,286.05,844.18,252.24
41,4.0,8,car,550.54,323.51,660.29,411.13,605.41,367.32
41,4.0,34,car,1662.73,336.01,1806.49,439.28,1734.61,387.64
42,4.1,4,car,281.95,527.58,488.38,702.95,385.16,615.27
42,4.1,9,car,678.71,353.6,832.3,513.94,755.5,433.77
42,4.1,25,car,492.96,646.33,758.17,922.21,625.57,784.27
42,4.1,26,car,641.99,220.8,729.31,298.04,685.65,259.42
42,4.1,29,car,803.39,222.51,880.93,288.5,842.16,255.51
42,4.1,8,car,544.6,327.89,655.34,416.98,599.97,372.44
42,4.1,34,car,1639.69,331.02,1763.43,419.39,1701.56,375.2
43,4.2,4,car,264.72,544.9,475.96,724.52,370.34,634.71
43,4.2,9,car,674.68,360.49,833.51,527.43,754.09,443.96
43,4.2,25,car,472.33,674.02,753.11,969.06,612.72,821.54
43,4.2,26,car,640.17,229.34,726.32,304.53,683.25,266.94
43,4.2,29,car,798.14,224.88,881.74,296.31,839.94,260.59
43,4.2,8,car,539.16,329.55,652.18,421.32,595.67,375.44
43,4.2,34,car,1616.1,313.66,1745.15,405.56,1680.63,359.61
44,4.3,4,car,241.8,560.18,464.79,750.26,353.3,655.22
44,4.3,9,car,672.52,368.69,833.44,538.67,752.98,453.68
44,4.3,25,car,453.48,701.23,747.87,1013.75,600.67,857.49
44,4.3,26,car,634.76,227.64,724.36,306.09,679.56,266.87
44,4.3,29,car,793.31,226.12,881.01,301.64,837.16,263.88
44,4.3,8,car,530.21,334.21,645.75,428.77,587.98,381.49
44,4.3,34,car,1589.52,297.36,1720.72,390.62,1655.12,343.99
45,4.4,4,car,220.89,578.74,452.23,776.7,336.56,677.72
45,4.4,9,car,663.42,372.29,830.53,549.78,746.98,461.04
45,4.4,25,car,435.88,730.28,746.85,1063.33,591.36,896.8
45,4.4,26,car,630.64,228.49,723.74,310.5,677.19,269.5
45,4.4,29,car,792.47,229.29,879.49,304.33,835.98,266.81
45,4.4,8,car,521.32,341.43,639.85,438.59,580.58,390.01
45,4.4,34,car,1570.77,292.45,1691.82,377.52,1631.3,334.98
46,4.5,4,car,193.96,594.01,441.35,807.36,317.66,700.69
46,4.5,9,car,659.58,382.04,832.85,566.97,746.22,474.51
46,4.5,25,car,434.81,774.61,725.1,1080.0,579.96,927.31
46,4.5,26,car,625.42,228.25,721.25,312.76,673.33,270.51
46,4.5,29,car,790.71,233.11,879.79,309.9,835.25,271.5
46,4.5,8,car,516.16,347.59,635.76,444.91,575.96,396.25
46,4.5,34,car,1554.2,287.32,1663.78,364.13,1608.99,325.73
47,4.6,4,car,172.84,618.9,427.89,838.87,300.36,728.88
47,4.6,9,car,656.44,396.26,827.75,580.14,742.1,488.2
47,4.6,25,car,445.76,817.96,701.45,1080.0,573.61,948.98
47,4.6,26,car,622.15,232.38,717.46,316.93,669.8,274.66
47,4.6,29,car,787.38,235.88,880.55,316.6,833.97,276.24
47,4.6,8,car,506.38,353.61,629.95,453.97,568.16,403.79
47,4.6,34,car,1527.75,275.75,1641.78,355.45,1584.77,315.6
48,4.7,4,car,141.09,640.39,411.17,874.25,276.13,757.32
48,4.7,9,car,650.54,406.42,830.52,600.23,740.53,503.32
48,4.7,25,car,449.77,865.8,675.24,1080.0,562.51,972.9
48,4.7,26,car,621.16,239.56,715.02,322.08,668.09,280.82
48,4.7,29,car,785.51,239.18,878.72,320.52,832.11,279.85
48,4.7,8,car,501.01,359.86,626.41,462.08,563.71,410.97
48,4.7,34,car,1507.01,260.13,1628.62,345.61,1567.82,302.87
48,4.7,35,car,795.14,143.86,868.86,197.71,832.0,170.78
49,4.8,4,car,111.03,666.58,393.59,912.28,252.31,789.43
49,4.8,9,car,643.65,418.66,829.92,620.26,736.79,519.46
49,4.8,25,car,469.79,927.58,647.79,1080.0,558.79,1003.79
49,4.8,26,car,616.85,239.68,710.94,322.15,663.89,280.91
49,4.8,29,car,784.57,245.25,874.29,323.78,829.43,284.51
49,4.8,8,car,495.85,366.37,618.65,466.61,557.25,416.49
49,4.8,34,car,1491.24,251.9,1606.09,332.7,1548.66,292.3
49,4.8,35,car,790.82,146.35,866.69,201.76,828.75,174.05
50,4.9,4,car,76.35,694.65,376.27,956.65,226.31,825.65
50,4.9,9,car,634.68,426.64,827.79,637.59,731.23,532.12
50,4.9,26,car,614.46,242.78,708.33,324.9,661.4,283.84
50,4.9,29,car,784.43,249.38,874.24,327.64,829.34,288.51
50,4.9,8,car,480.68,366.87,617.64,480.71,549.16,423.79
50,4.9,34,car,1483.08,247.92,1586.23,320.25,1534.66,284.08
50,4.9,35,car,784.52,146.81,867.74,207.93,826.13,177.37
51,5.0,4,car,39.37,728.86,351.21,1002.52,195.29,865.69
51,5.0,9,car,628.69,440.2,828.0,659.6,728.35,549.9
51,5.0,26,car,607.54,248.4,703.66,332.38,655.6,290.39
51,5.0,29,car,778.86,252.06,868.7,330.46,823.78,291.26
51,5.0,8,car,470.72,372.45,609.84,489.14,540.28,430.8
51,5.0,34,car,1470.64,242.3,1572.48,313.97,1521.56,278.13
51,5.0,35,car,781.26,148.38,862.13,208.24,821.7,178.31
52,5.1,4,car,0.0,759.18,332.6,1054.6,166.3,906.89
52,5.1,9,car,622.61,459.64,823.19,681.64,722.9,570.64
52,5.1,26,car,600.82,251.08,700.05,337.76,650.43,294.42
52,5.1,29,car,772.19,253.95,867.01,336.9,819.6,295.43
52,5.1,8,car,464.94,384.96,602.79,501.38,533.87,443.17
52,5.1,34,car,1460.03,240.38,1549.26,303.17,1504.64,271.77
52,5.1,35,car,778.34,150.92,857.25,209.74,817.79,180.33
53,5.2,4,car,0.0,798.25,304.41,1080.0,152.21,939.12
53,5.2,9,car,612.7,469.24,825.13,706.31,718.92,587.78
53,5.2,26,car,596.34,256.03,696.37,343.42,646.36,299.72
53,5.2,29,car,766.02,257.0,866.97,345.79,816.5,301.39
53,5.2,8,car,455.98,396.11,594.99,513.64,525.49,454.88
53,5.2,34,car,1447.88,233.46,1538.15,297.19,1493.02,265.33
53,5.2,35,car,774.26,154.81,855.33,215.78,814.79,185.29
54,5.3,4,car,0.0,840.41,273.64,1080.0,136.82,960.21
54,5.3,9,car,602.36,482.47,825.12,733.94,713.74,608.21
54,5.3,26,car,591.41,259.9,691.36,347.28,641.38,303.59
54,5.3,29,car,765.65,265.43,865.04,352.19,815.34,308.81
54,5.3,8,car,445.96,402.3,594.76,528.99,520.36,465.64
54,5.3,34,car,1433.47,222.65,1530.16,291.65,1481.82,257.15
54,5.3,35,car,767.63,155.02,849.75,217.25,808.69,186.14
55,5.4,4,car,0.0,886.6,233.0,1080.0,116.5,983.3
55,5.4,9,car,591.02,501.09,823.71,766.69,707.37,633.89
55,5.4,26,car,588.45,262.2,687.96,349.09,638.2,305.65
55,5.4,29,car,764.47,272.41,865.62,360.3,815.05,316.35
55,5.4,8,car,437.05,416.63,583.84,541.1,510.45,478.86
55,5.4,34,car,1425.43,218.96,1517.6,284.98,1471.52,251.97
55,5.4,35,car,763.94,152.49,847.44,216.45,805.69,184.47
55,5.4,38,car,1801.62,429.5,1908.81,559.08,1855.22,494.29
56,5.5,4,car,5.34,933.95,187.14,1080.0,96.24,1006.98
56,5.5,9,car,580.53,516.14,823.3,795.93,701.91,656.03
56,5.5,26,car,586.14,266.61,684.04,351.62,635.09,309.11
56,5.5,29,car,763.94,277.23,866.31,366.24,815.12,321.73
56,5.5,8,car,423.74,427.53,575.37,556.44,499.55,491.98
56,5.5,34,car,1417.34,214.66,1501.26,274.35,1459.3,244.5
56,5.5,35,car,757.68,154.53,842.27,219.66,799.97,187.1
56,5.5,38,car,1786.7,406.37,1894.06,534.66,1840.38,470.52
57,5.6,9,car,573.54,549.03,818.67,832.93,696.11,690.98
57,5.6,26,car,579.13,267.2,685.51,360.36,632.32,313.78
