timestamp,ingestion_rate_fps,dropped_frames,stream_uptime_seconds
2026-04-16 01:45:00,29,1,93600
2026-04-16 02:00:00,29,0,94500
2026-04-16 02:15:00,30,0,95400
2026-04-16 02:30:00,30,0,96300
2026-04-16 02:45:00,30,0,97200
2026-04-16 03:00:00,29,1,98100
2026-04-16 03:15:00,30,0,99000
2026-04-16 03:30:00,30,0,99900
2026-04-16 03:45:00,30,1,100800
2026-04-16 04:00:00,30,0,101700
2026-04-16 04:15:00,29,0,102600
2026-04-16 04:30:00,30,2,103500
2026-04-16 04:45:00,29,0,104400
2026-04-16 05:00:00,30,0,105300
2026-04-16 05:15:00,29,2,106200
2026-04-16 05:30:00,30,2,107100
2026-04-16 05:45:00,29,0,108000
2026-04-16 06:00:00,29,0,108900
2026-04-16 06:15:00,30,0,109800
2026-04-16 06:30:00,30,2,110700
2026-04-16 06:45:00,29,1,111600
2026-04-16 07:00:00,30,2,112500
2026-04-16 07:15:00,29,0,113400
2026-04-16 07:30:00,30,1,114300
2026-04-16 07:45:00,29,0,115200
2026-04-16 08:00:00,29,1,116100
2026-04-16 08:15:00,29,1,117000
2026-04-16 08:30:00,30,0,117900
2026-04-16 08:45:00,29,0,118800
2026-04-16 09:00:00,29,0,119700
2026-04-16 09:15:00,30,1,120600
2026-04-16 09:30:00,29,1,121500
2026-04-16 09:45:00,30,0,122400
2026-04-16 10:00:00,30,2,123300
2026-04-16 10:15:00,30,0,124200
2026-04-16 10:30:00,30,0,125100
2026-04-16 10:45:00,30,2,126000
2026-04-16 11:00:00,29,2,126900
2026-04-16 11:15:00,30,0,127800
2026-04-16 11:30:00,29,2,128700
2026-04-16 11:45:00,29,0,129600
2026-04-16 12:00:00,29,0,130500
2026-04-16 12:15:00,30,2,131400
2026-04-16 12:30:00,29,0,132300
2026-04-16 12:45:00,29,0,133200
2026-04-16 13:00:00,29,2,134100
2026-04-16 13:15:00,30,1,135000
2026-04-16 13:30:00,29,1,135900
2026-04-16 13:45:00,29,2,136800
2026-04-16 14:00:00,29,1,137700
2026-04-16 14:15:00,29,1,138600
2026-04-16 14:30:00,30,0,139500
2026-04-16 14:45:00,30,0,140400
2026-04-16 15:00:00,30,1,141300
2026-04-16 15:15:00,29,0,142200
2026-04-16 15:30:00,29,0,143100
2026-04-16 15:45:00,29,1,144000
2026-04-16 16:00:00,29,0,144900
2026-04-16 16:15:00,30,0,145800
2026-04-16 16:30:00,30,1,146700
2026-04-16 16:45:00,29,0,147600
2026-04-16 17:00:00,29,1,148500
2026-04-16 17:15:00,30,0,149400
2026-04-16 17:30:00,29,2,150300
2026-04-16 17:45:00,30,2,151200
2026-04-16 18:00:00,30,1,152100
2026-04-16 18:15:00,29,0,153000
2026-04-16 18:30:00,29,0,153900
2026-04-16 18:45:00,29,0,154800
2026-04-16 19:00:00,29,0,155700
2026-04-16 19:15:00,29,1,156600
2026-04-16 19:30:00,30,1,157500
2026-04-16 19:45:00,30,2,158400
2026-04-16 20:00:00,29,0,159300
2026-04-16 20:15:00,30,0,160200
2026-04-16 20:30:00,30,0,161100
2026-04-16 20:45:00,30,0,162000
2026-04-16 21:00:00,30,2,162900
2026-04-16 21:15:00,30,0,163800
2026-04-16 21:30:00,29,1,164700
2026-04-16 21:45:00,29,0,165600
2026-04-16 22:00:00,29,1,166500
2026-04-16 22:15:00,29,2,167400
2026-04-16 22:30:00,29,0,168300
2026-04-16 22:45:00,29,1,169200
2026-04-16 23:00:00,29,1,170100
2026-04-16 23:15:00,30,1,171000
2026-04-16 23:30:00,30,1,171900
2026-04-16 23:45:00,29,1,172800
2026-04-17 00:00:00,30,2,173700
2026-04-17 00:15:00,29,0,174600
2026-04-17 00:30:00,29,2,175500
2026-04-17 00:45:00,29,0,176400
2026-04-17 01:00:00,29,0,177300
2026-04-17 01:15:00,29,0,178200
2026-04-17 01:30:00,30,0,179100
2026-04-17 01:45:00,30,0,180000
2026-04-17 02:00:00,29,0,180900
2026-04-17 02:15:00,29,0,181800
2026-04-17 02:30:00,29,0,182700
2026-04-17 02:45:00,29,0,183600
2026-04-17 03:00:00,29,0,184500
2026-04-17 03:15:00,29,1,185400
2026-04-17 03:30:00,30,0,186300
2026-04-17 03:45:00,30,0,187200
2026-04-17 04:00:00,30,0,188100
2026-04-17 04:15:00,30,0,189000
2026-04-17 04:30:00,29,0,189900
2026-04-17 04:45:00,29,2,190800
2026-04-17 05:00:00,29,0,191700
2026-04-17 05:15:00,29,0,192600
2026-04-17 05:30:00,30,0,193500
2026-04-17 05:45:00,29,2,194400
2026-04-17 06:00:00,29,0,195300
2026-04-17 06:15:00,29,0,196200
2026-04-17 06:30:00,30,0,197100
2026-04-17 06:45:00,30,0,198000
2026-04-17 07:00:00,29,2,198900
2026-04-17 07:15:00,30,0,199800
2026-04-17 07:30:00,30,0,200700
2026-04-17 07:45:00,30,0,201600
2026-04-17 08:00:00,29,0,202500
2026-04-17 08:15:00,30,2,203400
2026-04-17 08:30:00,29,0,204300
2026-04-17 08:45:00,30,0,205200
2026-04-17 09:00:00,30,0,206100
2026-04-17 09:15:00,30,0,207000
2026-04-17 09:30:00,29,0,207900
2026-04-17 09:45:00,30,1,208800
2026-04-17 10:00:00,29,0,209700
2026-04-17 10:15:00,29,0,210600
2026-04-17 10:30:00,29,0,211500
2026-04-17 10:45:00,29,0,212400
2026-04-17 11:00:00,30,1,213300
2026-04-17 11:15:00,30,2,214200
2026-04-17 11:30:00,30,0,215100
2026-04-17 11:45:00,30,0,216000
2026-04-17 12:00:00,30,0,216900
2026-04-17 12:15:00,29,0,217800
2026-04-17 12:30:00,29,1,218700
2026-04-17 12:45:00,29,0,219600
2026-04-17 13:00:00,30,0,220500
2026-04-17 13:15:00,29,2,221400
2026-04-17 13:30:00,29,0,222300
2026-04-17 13:45:00,29,0,223200
2026-04-17 14:00:00,29,0,224100
2026-04-17 14:15:00,29,1,225000
2026-04-17 14:30:00,30,0,225900
2026-04-17 14:45:00,29,1,226800
2026-04-17 15:00:00,29,0,227700
2026-04-17 15:15:00,29,2,228600
2026-04-17 15:30:00,29,0,229500
2026-04-17 15:45:00,29,1,230400
2026-04-17 16:00:00,29,0,231300
2026-04-17 16:15:00,29,1,232200
2026-04-17 16:30:00,29,0,233100
2026-04-17 16:45:00,29,0,234000
2026-04-17 17:00:00,29,2,234900
2026-04-17 17:15:00,29,0,235800
2026-04-17 17:30:00,30,0,236700
2026-04-17 17:45:00,29,0,237600
2026-04-17 18:00:00,30,0,238500
2026-04-17 18:15:00,29,2,239400
2026-04-17 18:30:00,30,2,240300
2026-04-17 18:45:00,29,0,241200
2026-04-17 19:00:00,30,2,242100
2026-04-17 19:15:00,30,0,243000
2026-04-17 19:30:00,29,2,243900
2026-04-17 19:45:00,29,0,244800
2026-04-17 20:00:00,29,2,245700
2026-04-17 20:15:00,30,0,246600
2026-04-17 20:30:00,30,1,247500
2026-04-17 20:45:00,30,0,248400
2026-04-17 21:00:00,30,0,249300
2026-04-17 21:15:00,29,0,250200
2026-04-17 21:30:00,30,1,251100
2026-04-17 21:45:00,30,0,252000
2026-04-17 22:00:00,29,0,252900
2026-04-17 22:15:00,29,0,253800
2026-04-17 22:30:00,30,1,254700
2026-04-17 22:45:00,29,0,255600
2026-04-17 23:00:00,30,0,256500
2026-04-17 23:15:00,30,0,257400
2026-04-17 23:30:00,30,0,258300
2026-04-17 23:45:00,30,2,259200
2026-04-18 00:00:00,30,2,260100
2026-04-18 00:15:00,30,0,261000
2026-04-18 00:30:00,30,0,261900
2026-04-18 00:45:00,29,0,262800
2026-04-18 01:00:00,30,0,263700
2026-04-18 01:15:00,29,2,264600
2026-04-18 01:30:00,30,0,265500
2026-04-18 01:45:00,30,0,266400
2026-04-18 02:00:00,29,2,267300
2026-04-18 02:15:00,30,0,268200
2026-04-18 02:30:00,29,0,269100
2026-04-18 02:45:00,29,0,270000
2026-04-18 03:00:00,30,0,270900
2026-04-18 03:15:00,30,0,271800
2026-04-18 03:30:00,29,1,272700
2026-04-18 03:45:00,29,1,273600
2026-04-18 04:00:00,29,2,274500
2026-04-18 04:15:00,30,2,275400
2026-04-18 04:30:00,30,0,276300
2026-04-18 04:45:00,30,0,277200
2026-04-18 05:00:00,29,0,278100
2026-04-18 05:15:00,29,2,279000
2026-04-18 05:30:00,29,2,279900
2026-04-18 05:45:00,29,2,280800
2026-04-18 06:00:00,30,2,281700
2026-04-18 06:15:00,29,1,282600
2026-04-18 06:30:00,29,0,283500
2026-04-18 06:45:00,30,0,284400
2026-04-18 07:00:00,30,0,285300
2026-04-18 07:15:00,30,1,286200
2026-04-18 07:30:00,30,2,287100
2026-04-18 07:45:00,29,1,288000
2026-04-18 08:00:00,30,1,288900
2026-04-18 08:15:00,30,0,289800
2026-04-18 08:30:00,30,1,290700
2026-04-18 08:45:00,30,0,291600
2026-04-18 09:00:00,29,0,292500
2026-04-18 09:15:00,29,0,293400
2026-04-18 09:30:00,30,0,294300
2026-04-18 09:45:00,29,0,295200
2026-04-18 10:00:00,30,2,296100
2026-04-18 10:15:00,30,0,297000
2026-04-18 10:30:00,30,2,297900
2026-04-18 10:45:00,29,0,298800
2026-04-18 11:00:00,30,2,299700
2026-04-18 11:15:00,29,0,300600
2026-04-18 11:30:00,29,0,301500
2026-04-18 11:45:00,30,0,302400
2026-04-18 12:00:00,30,1,303300
2026-04-18 12:15:00,29,1,304200
2026-04-18 12:30:00,30,0,305100
2026-04-18 12:45:00,29,2,306000
2026-04-18 13:00:00,29,0,306900
2026-04-18 13:15:00,30,0,307800
2026-04-18 13:30:00,29,2,308700
2026-04-18 13:45:00,30,2,309600
2026-04-18 14:00:00,29,2,310500
2026-04-18 14:15:00,29,0,311400
2026-04-18 14:30:00,30,0,312300
2026-04-18 14:45:00,29,0,313200
2026-04-18 15:00:00,29,2,314100
2026-04-18 15:15:00,30,0,315000
2026-04-18 15:30:00,29,2,315900
2026-04-18 15:45:00,29,2,316800
2026-04-18 16:00:00,29,2,317700
2026-04-18 16:15:00,29,0,318600
2026-04-18 16:30:00,29,0,319500
2026-04-18 16:45:00,30,0,320400
2026-04-18 17:00:00,30,0,321300
2026-04-18 17:15:00,30,2,322200
2026-04-18 17:30:00,30,0,323100
2026-04-18 17:45:00,29,0,324000
2026-04-18 18:00:00,29,0,324900
2026-04-18 18:15:00,29,0,325800
2026-04-18 18:30:00,29,0,326700
2026-04-18 18:45:00,29,1,327600
2026-04-18 19:00:00,29,1,328500
2026-04-18 19:15:00,29,0,329400
2026-04-18 19:30:00,30,1,330300
2026-04-18 19:45:00,30,1,331200
2026-04-18 20:00:00,29,1,332100
2026-04-18 20:15:00,29,0,333000
2026-04-18 20:30:00,29,2,333900
2026-04-18 20:45:00,30,0,334800
2026-04-18 21:00:00,29,0,335700
2026-04-18 21:15:00,29,0,336600
2026-04-18 21:30:00,30,2,337500
2026-04-18 21:45:00,29,2,338400
2026-04-18 22:00:00,29,0,339300
2026-04-18 22:15:00,30,1,340200
2026-04-18 22:30:00,30,2,341100
2026-04-18 22:45:00,30,0,342000
2026-04-18 23:00:00,30,2,342900
2026-04-18 23:15:00,29,0,343800
2026-04-18 23:30:00,30,1,344700
2026-04-18 23:45:00,29,0,345600
2026-04-19 00:00:00,29,0,346500
2026-04-19 00:15:00,29,0,347400
2026-04-19 00:30:00,30,2,348300
2026-04-19 00:45:00,30,1,349200
2026-04-19 01:00:00,29,2,350100
2026-04-19 01:15:00,30,0,351000
2026-04-19 01:30:00,29,0,351900
2026-04-19 01:45:00,30,0,352800
2026-04-19 02:00:00,30,2,353700
2026-04-19 02:15:00,30,0,354600
2026-04-19 02:30:00,30,0,355500
2026-04-19 02:45:00,29,0,356400
2026-04-19 03:00:00,30,0,357300
2026-04-19 03:15:00,29,0,358200
2026-04-19 03:30:00,30,0,359100
2026-04-19 03:45:00,30,2,360000
2026-04-19 04:00:00,29,1,360900
2026-04-19 04:15:00,30,0,361800
2026-04-19 04:30:00,30,0,362700
2026-04-19 04:45:00,30,0,363600
2026-04-19 05:00:00,29,2,364500
2026-04-19 05:15:00,29,1,365400
2026-04-19 05:30:00,29,2,366300
2026-04-19 05:45:00,30,0,367200
2026-04-19 06:00:00,29,1,368100
2026-04-19 06:15:00,30,2,369000
2026-04-19 06:30:00,30,1,369900
2026-04-19 06:45:00,30,0,370800
2026-04-19 07:00:00,30,1,371700
2026-04-19 07:15:00,30,2,372600
2026-04-19 07:30:00,29,2,373500
2026-04-19 07:45:00,30,2,374400
2026-04-19 08:00:00,30,0,375300
2026-04-19 08:15:00,29,0,376200
2026-04-19 08:30:00,29,0,377100
2026-04-19 08:45:00,30,1,378000
2026-04-19 09:00:00,29,0,378900
2026-04-19 09:15:00,29,2,379800
2026-04-19 09:30:00,29,1,380700
2026-04-19 09:45:00,30,0,381600
2026-04-19 10:00:00,30,0,382500
2026-04-19 10:15:00,30,1,383400
2026-04-19 10:30:00,30,0,384300
2026-04-19 10:45:00,30,0,385200
2026-04-19 11:00:00,30,0,386100
2026-04-19 11:15:00,30,0,387000
2026-04-19 11:30:00,29,2,387900
2026-04-19 11:45:00,29,0,388800
2026-04-19 12:00:00,29,1,389700
2026-04-19 12:15:00,29,0,390600
2026-04-19 12:30:00,30,0,391500
2026-04-19 12:45:00,30,0,392400
2026-04-19 13:00:00,29,0,393300
2026-04-19 13:15:00,29,1,394200
2026-04-19 13:30:00,29,0,395100
2026-04-19 13:45:00,29,0,396000
2026-04-19 14:00:00,29,0,396900
2026-04-19 14:15:00,29,0,397800
2026-04-19 14:30:00,29,0,398700
2026-04-19 14:45:00,29,2,399600
2026-04-19 15:00:00,29,0,400500
2026-04-19 15:15:00,29,0,401400
2026-04-19 15:30:00,29,0,402300
2026-04-19 15:45:00,30,0,403200
2026-04-19 16:00:00,29,0,404100
2026-04-19 16:15:00,29,0,405000
2026-04-19 16:30:00,30,0,405900
2026-04-19 16:45:00,29,0,406800
2026-04-19 17:00:00,30,2,407700
2026-04-19 17:15:00,29,2,408600
2026-04-19 17:30:00,29,1,409500
2026-04-19 17:45:00,29,0,410400
2026-04-19 18:00:00,30,0,411300
2026-04-19 18:15:00,29,1,412200
2026-04-19 18:30:00,29,0,413100
2026-04-19 18:45:00,29,0,414000
2026-04-19 19:00:00,30,0,414900
2026-04-19 19:15:00,29,0,415800
2026-04-19 19:30:00,29,1,416700
2026-04-19 19:45:00,29,0,417600
2026-04-19 20:00:00,29,0,418500
2026-04-19 20:15:00,29,2,419400
2026-04-19 20:30:00,29,2,420300
2026-04-19 20:45:00,29,2,421200
2026-04-19 21:00:00,30,0,422100
2026-04-19 21:15:00,29,0,423000
2026-04-19 21:30:00,30,0,423900
2026-04-19 21:45:00,30,0,424800
2026-04-19 22:00:00,30,2,425700
2026-04-19 22:15:00,30,0,426600
2026-04-19 22:30:00,30,2,427500
2026-04-19 22:45:00,29,0,428400
2026-04-19 23:00:00,29,0,429300
2026-04-19 23:15:00,30,2,430200
2026-04-19 23:30:00,29,0,431100
2026-04-19 23:45:00,29,0,432000
2026-04-20 00:00:00,29,2,432900
2026-04-20 00:15:00,30,1,433800
2026-04-20 00:30:00,30,0,434700
2026-04-20 00:45:00,30,1,435600
2026-04-20 01:00:00,29,0,436500
2026-04-20 01:15:00,30,0,437400
2026-04-20 01:30:00,29,1,438300
2026-04-20 01:45:00,30,1,439200
2026-04-20 02:00:00,29,0,440100
2026-04-20 02:15:00,30,1,441000
2026-04-20 02:30:00,29,0,441900
2026-04-20 02:45:00,29,1,442800
2026-04-20 03:00:00,29,0,443700
2026-04-20 03:15:00,29,0,444600
2026-04-20 03:30:00,29,0,445500
2026-04-20 03:45:00,30,0,446400
2026-04-20 04:00:00,30,2,447300
2026-04-20 04:15:00,30,2,448200
2026-04-20 04:30:00,30,1,449100
2026-04-20 04:45:00,29,0,450000
2026-04-20 05:00:00,30,0,450900
2026-04-20 05:15:00,29,0,451800
2026-04-20 05:30:00,30,0,452700
2026-04-20 05:45:00,29,0,453600
2026-04-20 06:00:00,30,0,454500
2026-04-20 06:15:00,30,0,455400
2026-04-20 06:30:00,30,0,456300
2026-04-20 06:45:00,29,2,457200
2026-04-20 07:00:00,30,0,458100
2026-04-20 07:15:00,30,2,459000
2026-04-20 07:30:00,29,0,459900
2026-04-20 07:45:00,29,0,460800
2026-04-20 08:00:00,30,0,461700
2026-04-20 08:15:00,30,0,462600
2026-04-20 08:30:00,30,0,463500
2026-04-20 08:45:00,30,2,464400
2026-04-20 09:00:00,30,0,465300
2026-04-20 09:15:00,29,0,466200
2026-04-20 09:30:00,29,0,467100
2026-04-20 09:45:00,30,0,468000
2026-04-20 10:00:00,30,0,468900
2026-04-20 10:15:00,30,1,469800
2026-04-20 10:30:00,30,0,470700
2026-04-20 10:45:00,30,0,471600
2026-04-20 11:00:00,29,1,472500
2026-04-20 11:15:00,29,1,473400
2026-04-20 11:30:00,29,0,474300
2026-04-20 11:45:00,29,1,475200
2026-04-20 12:00:00,29,2,476100
2026-04-20 12:15:00,29,0,477000
2026-04-20 12:30:00,29,2,477900
2026-04-20 12:45:00,30,0,478800
2026-04-20 13:00:00,30,1,479700
2026-04-20 13:15:00,30,2,480600
2026-04-20 13:30:00,29,0,481500
2026-04-20 13:45:00,29,2,482400
2026-04-20 14:00:00,30,2,483300
2026-04-20 14:15:00,29,0,484200
2026-04-20 14:30:00,30,1,485100
2026-04-20 14:45:00,29,0,486000
2026-04-20 15:00:00,30,0,486900
2026-04-20 15:15:00,29,1,487800
2026-04-20 15:30:00,30,1,488700
2026-04-20 15:45:00,30,2,489600
2026-04-20 16:00:00,30,0,490500
2026-04-20 16:15:00,30,0,491400
2026-04-20 16:30:00,29,0,492300
2026-04-20 16:45:00,29,0,493200
2026-04-20 17:00:00,30,0,494100
2026-04-20 17:15:00,30,0,495000
2026-04-20 17:30:00,29,2,495900
2026-04-20 17:45:00,30,0,496800
2026-04-20 18:00:00,29,2,497700
2026-04-20 18:15:00,30,0,498600
2026-04-20 18:30:00,29,0,499500
2026-04-20 18:45:00,30,0,500400
2026-04-20 19:00:00,30,0,501300
2026-04-20 19:15:00,30,1,502200
2026-04-20 19:30:00,29,2,503100
2026-04-20 19:45:00,29,0,504000
2026-04-20 20:00:00,29,0,504900
2026-04-20 20:15:00,29,1,505800
2026-04-20 20:30:00,29,0,506700
2026-04-20 20:45:00,29,0,507600
2026-04-20 21:00:00,30,0,508500
2026-04-20 21:15:00,30,0,509400
2026-04-20 21:30:00,30,1,510300
2026-04-20 21:45:00,30,0,511200
2026-04-20 22:00:00,30,1,512100
2026-04-20 22:15:00,29,0,513000
2026-04-20 22:30:00,30,0,513900
2026-04-20 22:45:00,30,0,514800
2026-04-20 23:00:00,29,1,515700
2026-04-20 23:15:00,30,0,516600
2026-04-20 23:30:00,30,0,517500
2026-04-20 23:45:00,30,2,518400
2026-04-21 00:00:00,30,0,519300
2026-04-21 00:15:00,30,0,520200
2026-04-21 00:30:00,29,0,521100
2026-04-21 00:45:00,30,0,522000
2026-04-21 01:00:00,29,2,522900
2026-04-21 01:15:00,30,1,523800
2026-04-21 01:30:00,29,0,524700
2026-04-21 01:45:00,29,0,525600
2026-04-21 02:00:00,30,1,526500
2026-04-21 02:15:00,29,0,527400
2026-04-21 02:30:00,30,0,528300
2026-04-21 02:45:00,29,1,529200
2026-04-21 03:00:00,30,0,530100
2026-04-21 03:15:00,29,0,531000
2026-04-21 03:30:00,30,0,531900
2026-04-21 03:45:00,30,2,532800
2026-04-21 04:00:00,29,0,533700
2026-04-21 04:15:00,30,1,534600
2026-04-21 04:30:00,29,2,535500
2026-04-21 04:45:00,29,0,536400
2026-04-21 05:00:00,30,0,537300
2026-04-21 05:15:00,30,2,538200
2026-04-21 05:30:00,29,0,539100
2026-04-21 05:45:00,30,0,540000
2026-04-21 06:00:00,30,0,540900
2026-04-21 06:15:00,30,0,541800
2026-04-21 06:30:00,30,1,542700
2026-04-21 06:45:00,30,2,543600
2026-04-21 07:00:00,30,1,544500
2026-04-21 07:15:00,29,0,545400
2026-04-21 07:30:00,30,2,546300
2026-04-21 07:45:00,30,0,547200
2026-04-21 08:00:00,29,0,548100
2026-04-21 08:15:00,29,0,549000
2026-04-21 08:30:00,30,1,549900
2026-04-21 08:45:00,29,0,550800
2026-04-21 09:00:00,30,0,551700
2026-04-21 09:15:00,29,2,552600
2026-04-21 09:30:00,29,0,553500
2026-04-21 09:45:00,29,2,554400
2026-04-21 10:00:00,30,0,555300
2026-04-21 10:15:00,30,1,556200
2026-04-21 10:30:00,29,2,557100
2026-04-21 10:45:00,30,0,558000
2026-04-21 11:00:00,30,0,558900
2026-04-21 11:15:00,29,0,559800
2026-04-21 11:30:00,30,1,560700
2026-04-21 11:45:00,29,0,561600
2026-04-21 12:00:00,29,0,562500
2026-04-21 12:15:00,30,1,563400
2026-04-21 12:30:00,30,0,564300
2026-04-21 12:45:00,30,0,565200
2026-04-21 13:00:00,30,0,566100
2026-04-21 13:15:00,29,1,567000
2026-04-21 13:30:00,29,0,567900
2026-04-21 13:45:00,29,2,568800
2026-04-21 14:00:00,30,2,569700
2026-04-21 14:15:00,30,0,570600
2026-04-21 14:30:00,29,0,571500
2026-04-21 14:45:00,29,0,572400
2026-04-21 15:00:00,30,0,573300
2026-04-21 15:15:00,29,0,574200
2026-04-21 15:30:00,30,0,575100
2026-04-21 15:45:00,29,0,576000
2026-04-21 16:00:00,29,2,576900
2026-04-21 16:15:00,29,0,577800
2026-04-21 16:30:00,29,0,578700
2026-04-21 16:45:00,30,0,579600
2026-04-21 17:00:00,29,0,580500
2026-04-21 17:15:00,29,1,581400
2026-04-21 17:30:00,30,1,582300
2026-04-21 17:45:00,29,2,583200
2026-04-21 18:00:00,30,1,584100
2026-04-21 18:15:00,30,1,585000
2026-04-21 18:30:00,29,0,585900
2026-04-21 18:45:00,30,0,586800
2026-04-21 19:00:00,29,0,587700
2026-04-21 19:15:00,30,0,588600
2026-04-21 19:30:00,29,0,589500
2026-04-21 19:45:00,29,0,590400
2026-04-21 20:00:00,29,1,591300
2026-04-21 20:15:00,29,0,592200
2026-04-21 20:30:00,29,2,593100
2026-04-21 20:45:00,29,0,594000
2026-04-21 21:00:00,29,0,594900
2026-04-21 21:15:00,29,1,595800
2026-04-21 21:30:00,29,1,596700
2026-04-21 21:45:00,29,0,597600
2026-04-21 22:00:00,30,1,598500
2026-04-21 22:15:00,30,2,599400
2026-04-21 22:30:00,29,0,600300
2026-04-21 22:45:00,30,1,601200
2026-04-21 23:00:00,30,0,602100
2026-04-21 23:15:00,29,2,603000
2026-04-21 23:30:00,29,0,603900
2026-04-21 23:45:00,30,2,604800
2026-04-22 00:00:00,29,0,605700
2026-04-22 00:15:00,29,0,606600
2026-04-22 00:30:00,29,0,607500
2026-04-22 00:45:00,30,0,608400
2026-04-22 01:00:00,29,0,609300
2026-04-22 01:15:00,30,0,610200
2026-04-22 01:30:00,29,2,611100
2026-04-22 01:45:00,29,1,612000
2026-04-22 02:00:00,29,1,612900
2026-04-22 02:15:00,30,1,613800
2026-04-22 02:30:00,29,1,614700
2026-04-22 02:45:00,29,0,615600
2026-04-22 03:00:00,29,0,616500
2026-04-22 03:15:00,29,1,617400
2026-04-22 03:30:00,30,0,618300
2026-04-22 03:45:00,29,0,619200
2026-04-22 04:00:00,30,2,620100
2026-04-22 04:15:00,30,1,621000
2026-04-22 04:30:00,29,0,621900
2026-04-22 04:45:00,30,0,622800
2026-04-22 05:00:00,29,0,623700
2026-04-22 05:15:00,29,0,624600
2026-04-22 05:30:00,30,2,625500
2026-04-22 05:45:00,30,0,626400
